coments,label
Tu madre singao,ofensa
"Como tú vas a decir después de 62 y no se cuantos años de revolución , como tu le llamas , q en cuba hay contra revolución, mira acomodado , en cuba ya han pasado 3 generaciones y la juventud quiere un cambio , una democracia , quiere alimentos , porq tú y tu camarilla han hundido al pueblo de cuba en la esclavitud y la miseria y han hecho de cuba , un campo de concentración ,igual q como hicieron los alemanes con los checoslovacos , ya déjate de tantas mentiras y no impongas más terror en las calles , ni oprimas más el pueblo, usando las fuerzas y matando inocentes, y después sales en la tv haciéndote el buenazo y el q no sabe nada , has matado y asesinado inocente , q salieron a la calle pacíficamente, exigiendo democracia y libertad, eres un asesino",denuncia
El carcelero De los pobres en Cuba empiezan bien para que los apoyen y después no quieren soltar el poder por eso se van contra el pueblo dándoles palo y plomo son unos asesinos,denuncia
Vete a la mierda,ofensa
"Sr Díaz, no quiera tapar nada con su verborrea barata, la gente clama libertad, derechos elementales. Con que derecho se cree ud dueño de la vida de sus compatriotas.",criterio general
Cuba libre,sugerencia
Este perro comunista no entiende la palabra LIBERTAD no mas dictadura viva Cuba Libre,ofensa
Que joda .. la culpa siempre es de los demás .. 62 años en lo mismo..,queja
"Llevan sesenta años de coyuntura en coyuntura, antes lo llamaban el periodo especial y así han engañado al pueblo, hipócritas suelten al pueblo déjenlo libre para que cada uno elija su futuro y su destino.",sugerencia
"No la entreguen su revolución, pero mueran como tales,no quiero verlos huir como Evo morales",ofensa
De que revolución hablas lastre!!!¡¡¡ TU REVOLUCIÓN! no la de tu gente ¡CÍNICO!!!!,ofensa
"La Revolución se terminó en el año 1959, ya son otros tiempos",criterio general
Esta dictadura Tarde que temprano también caerá,criterio general
"Díaz Canel si estás bloqueado entrégalas las tierra a la gente para que siembren , planten las gente que vaya al campo que críen animales aves has participar al pueblo como lo hacía Fidel",sugerencia
Tus días están contados señor revolucionarios,ofensa
"SI NUNCA ENTREGAR SU ESTATUS,LOS OTROS QUE SE CAGEN",ofensa
Y cómo tú eres dios resuelve,criterio general
Cínico,ofensa
Si su política no es terror entonces cómo usted le llamaría abusar de los pobres y si ustedes son terrorita recuérdelo,ofensa
Disque descansar y en cuba no c descansa stpd,ofensa
"Comunistas FALSO y mentiroso, como todos",ofensa
Cagate en tu madre cabron,ofensa
Mira que hablas por 60 año,criterio general
Me cago en Diaz Canel me cago en Fidel y Raul y me cago en la puta revolución.,ofensa
"Abajo la dictadura acecina días canel cobarde , marioneta representas una dictadura que no significa nada que está matando a una juventud, a un pueblo que lo significa todo ,das asco . Viva él gloriosa levantamiento popular 11-7-2021",ofensa
Dictador carajo,ofensa
Declaren ilegal la partido comunista,sugerencia
ASESINO ASESINO ASESINO ASESINO ASESINO ASESINO ASESINO ASESINO ASESINO ASESINO ASESINO ASESINO ASESINO ASESINO ASESINO ASESINO ASESINO ASESINO ASESINO ASESINO ASESINO ASESINO ASESINO ASESINO!!!!!!!,ofensa
Abusadorrrrr,ofensa
donde te vas a meter ahora so cangrejo de agua dulce ! escapa si puedes que ya no hay marcha atras !,ofensa
No se trata de entregar nada! Deben hacer cambios!,sugerencia
Comida cojone para los cubanos y no hables más pinga,ofensa
Coño asere te creí me convenciste es verdad q a la revolución le queda 62 y dosmil milenio tienen unos timbales Para hechar Esa cantidad de mentira,ofensa
"La voz le tiembla, pendejo",ofensa
Bastardos de mierda liberen a la gente de una vez,ofensa
Tú das asko ablan día canel,ofensa
Eso me suena como algo que dijeron en Bolivia solo los cobardes y los criminales huyen y estos malditos socialistas salieron CON el rabo entre las piernas,ofensa
TE QUEDA MUY POCO EN EL PODER DIAZ CANEL. HULLE POR QUE LO QUE LE HICISTES AL PUEBLO CUBANO INDEFENSO NO TIENE PERDON... PATRIA Y VIDA.,ofensa
"Bla,blabbering, pura MIERDA lo que hablan todos estos ASESINOS.",ofensa
Cállate ya singao y vete de Cuba…te queda poco hijoeputa!!!!viva Cuba libre. Patria y Vida!!!!,ofensa
Hablan de revolución de los yankis de invasión etc etc etc todo eso quedo en el pasado no hay mal q dure 100 años,criterio general
Se hunde el barco a correr todos los ratones,ofensa
"¿Cuál revolución hijo de mierda.? .. ¿cual revolución.? .. ¿a que le llamas '""revolución"" .? ...",ofensa
Este tiene kaka en la cabeza,ofensa
Abajo la dictadura comunista en cuba patria y vida,sugerencia
Fuera comunistas de mierda!!! El comunismo solo sirve para hacer ricos a unos pocos mientras el pueblo se muere de hambre!!! El pueblo en la calle y el gobierno anda en Mercedes Benz eso es el colmo de la hipocresía el Che Guevara se debe de estar revolcando en su tumba al saber que lo que le han hecho a Cuba!!!,ofensa
"Estás bien alimentadito, bien vestidito, gordito... tus pastos son buenos, pero tu pueblo... naaaaada...",queja
Qué nerviosismo tienen,criterio general
"Maldito comunista,se cree dueño de Cuba .ojalá caiga como debe ser .",ofensa
Nadie te cree,criterio general
Solo Oír a este tipejo hablar causa repugnancia,ofensa
Descarado,ofensa
"En la calle están los títeres y los policías muertos de hambre, ustedes los de la Cúpula, los del noticiero, los ministros. Están tranquilos viviendo una vida de lujos que nadie más en Cuba puede siquiera imaginar.",queja
"Pueden decir los comunistoides que son el mejor sistema del universo, pero en realidad eso es una farsa, y los grandes hombres que han existido en el mundo lo han expresado en su momento, ese es un sistema fallido",criterio general
Suelte la teta caballero... No sea descarado,ofensa
"Mira tu ,que honestidad, me erizo",criterio general
Asesinos hijos de la grandísima puta,ofensa
Quítate la máscara,ofensa
Asesinos comunistas Mamarrachos......,ofensa
"Adelante soy parte del pueblo que cree en la mejor sociedad que se conozca, cuenten conmigo",criterio general
HP... Para desinformar,ofensa
"Claro como siempre ningún dictador le gusta soltar el poder, pues ellos y sus familiares viven a las anchas, pero el pueblo te lo dice no te queremos a ti ni esa dictadura queremos el cambio, basta ya de comunismo q no funciona en ningún lugar del mundo",criterio general
Estas cagaooo,ofensa
Márchate YA y deja la libertad al pueblo cubano y que decida su futuro. ABAJO LA DICTADURA COMUNISTA.,sugerencia
Sin vergüenza mentiroso y ASESINO,ofensa
DIAZ CANEL SINGAO ASESINO.,ofensa
Los derechos humanos ?Ni se acercan jajjajajajaja,criterio general
Demuestra la dictadura que son unos asesinos,ofensa
"Entrega el gobierno mentiroso comunista,",ofensa
Él y sus tropas viven en los cayos descarado singao,ofensa
El pueblo cubano huelga general no trabajar ni la tierra ni nada a morirse de hambre todo el mundo,sugerencia
Está pandemia está para que los pueblos abran los ojos. La muerte llega en cualquier momento.,criterio general
Porque no seguimos diciendo que vendes en precio de dólar los productos de limpieza comida productos al precio de los países en Latinoamérica ?,pregunta
Canel estás hablando la realidad. Sin remesas el pueblo cubano no sobrevive.,criterio general
"Quitaron las viviendas, las empresas, barcos etc. Para dar al pueblo, los engañaron prometiendo una prosperidad en la igualdad de la distribución de riquezas de eso solo el cuento. Hundieron en la miseria a todo un país. Exigen que eeuu pueda permitir abrir Western Unión para seguir viviendo de las remesas. Si el pueblo cubano no recibe dinero de afuera no puede vivir decente. Tiene que mendigar un pan tienen que comer lo que le dan como limosna",queja
El socialismo hizo vivir al pueblo Cubano a la esclavitud hambre y miseria. Solo el sector turístico es lo único que tiene desarrollo. Mientras las ciudades se derrumban por falta de desarrollo,ofensa
"Mal nacido por siempre. Dios te juzgará a todo le llega su fin. El legado de la revolución solo dejo esclavitud, hambre y miseria.",ofensa
Vete a la mierda mamón o ten la vergüenza de terminar con la REVOLUCIÓN DE MIERDA Y DEJA DECIDIR AL PUEBLO CUBANO,ofensa
Vete a la mierda ASESINO,ofensa
Él sabe que todo está perdido por eso reprime a palos al pueblo,ofensa
Libre cuba de estas ratas,ofensa
"Hasta la voz la tiene atormentante este tipo, tremendo h de la gran p",ofensa
"Cuba es de los Cubanos, , ,",ofensa
Genocida.,ofensa
Cobarde auxiliar de dictador,ofensa
"Eso es como preguntarle a un secuestrador si quiere soltar a sus víctimas, ese gobierno tiene cara de lata, no le da vergüenza q el mundo vea las imágenes de su TIRANÍA, el pueblo pide LIBERTAD un derecho q todo ser humano debe gozar, INFELICES.",ofensa
"Llegará tu día. Que eres tonto vas a pagar todo tu solo lo que tanto han hecho los dictadores. Te han utilizado, TONTOOOOOOO",ofensa
"Si quieren que digan la verdad, pregúntenle a Humberto de qué forma le llegaron los twitter a la 10pm cuando el cubano no contaba con el internet desde las 2pm.....""por vpn""...",pregunta
Acá no hay fracaso acá lo qué hay es un bloqueo cada día es más genocida a Cuba no le entra ni una aspirina el gobierno que haga un negocio con Cuba o una empresa particular que lo haga EEUU los castiga con las penas del infierno ahora el gobierno cubano tiene el triple de problemas más que cualquier otro gobierno del mundo y porque geográficamente está de vecino del imperio más sanguinario que ha tenido la historia de la humanidad el imperio le tiene un bloqueo que ningún país lo resistiría Cuba es un país pobre la producción de Cuba es de un 20% y el otro 80% le entra de afuera en estos momento no le entra nada son tiempos de apoyar a Cuba son tiempos que le quiten el bloqueo a Cuba y veremos cómo Cuba evoluciona sin bloqueo y después de ahí veremos si el proceso revolucionario cubano es un fracaso o no,criterio general
"Diaz canel singao, eres una puta vieja ,, aprovechado , egoísta , me cago en ti en tu madre en tus hijos en toda tu generación , sin cerebro , sin corazón tú tenías que haber sido un aborto !!! Hijo de tu puta madre …. Estás matando a mi pueblo",ofensa
Q clase cara de tabla tu eres acere,ofensa
PATRIA Y VIDA!,ofensa
Imbécil,ofensa
Asesino!!,ofensa
Hijo de la gran puta,ofensa
"HdeP NO SOS NADA, SOS UN MUÑECO, QUE VAS A IR A LA CÁRCEL POR EL RESTO DE TUS",ofensa
Presidente Diaz Canel escuche a su pueblo y haga una apertura democrática libere a su pueblo no los reprima deles VIDA no MUERTE,ofensa
Salgan de el poder asesinos dictadores,ofensa
Entiérrate infeliz,ofensa
Viva cuba libre,ofensa
Eso no lo para nadie,criterio general
Vas a morir como Gaddafi,ofensa
Falsante payaso eres uno más en la lista de ASESINO al pueblo cubano,ofensa
MIGUEL DIAZ CANEL ASESINO,ofensa
Canel asesino tú y la camarilla a ti no te importa tu pueblo eres un ladrón que lo único que quieres proteger son tus intereses tu familia y la de los otros asesinos viviendo la buena vida por el mundo y el pueblo muriéndose de hambre tienes ciego al pueblo de cuba pero el mundo sabe y ve quieres engañar al mundo con tus falsas palabras ponle a tu pueblo las imágenes verdaderas de lo que está pasando en y convocando a una marcha revolucionaria con intimidación a las personas diciendo que perderán sus casas trabajo y hasta ir presos por desacato y a la vez echa a fajar a un pueblo ASESINO PENDEJO sale de atrás de la mesa y ve para la calle sin armas para que veas que te matan como la rata que eres.aquí una cubana de Miami PATRIA Y VIDA,ofensa
Abajo la dictadura cubana!!! Diaz Canel saca la cabeza del culo de Raúl a ver si ves Lo q está pasando a tu alrededor !,ofensa
Os queda poco cerdos,ofensa
Patria y vida!!!,ofensa
Asesino,ofensa
PEPE SOY DE BARACOA TE ACUERDAS CUANDO TENIAS EL PROGRAMA ENTRE VALLES Y MONTAÑAS BUENO AQUI TODOS TE RECORDAMOS COMO COME MACHO EL MAYOR PESTIFERON DE LA TELEVISIÓN CUBANA SIEMPRE HAS SIDO UN MUERTO DE HAMBRE SO LAME BOTAS,ofensa
Rata roja criminal.,ofensa
"Tus palabras ya no tienen credibilidad, RENUNCIA,habrán otros mejores que tengan la capacidad de LIDERAZGO...un líder no pone a pelear entre hermanos...LAS CALLES ES DE TODOS LOS CUBANOS..",sugerencia
"Esa Revolución hace muchos años está muerta, sólo sirvió para torturar a ese pueblo con Hambre y toda clase de necesidades.",queja
En la voz se te siente el miedo singao!!!!!,ofensa
Hijo de la gran Bretaña secuaz de los Castros Patria y Vida,ofensa
Vete puerco asesino eres igual que los castros ya el pueblo no te quiere veteeeee,ofensa
El gobierno americano no quiere intervenir sino en 24 horas todos ustedes están bajo arresto no hables más del gobierno americano que ellos no tienen nada que ver con todo lo que ustedes le han hecho al pueblo cubano por décadas ustedes para Estados Unidos son un gargajo sin líder y sin inteligencia quebraron una isla de todo tipo de cosas normales para mantener el cualquier país más pobre del mundo acaba de soltar porque cuando no tengas tiempo te van quemar vivo,ofensa
Tú vas a parar loco por tu misma conciencia ni tú mismo piensas así ese es un libreto obsoleto dictado por los castros que te pusieron ahí para ellos quitarse de arriba el golpe que venía inevitable por tanta injusticia y necesidad te van a dejar embarcado y todos ellos sean como siempre hacen los dictadores,criterio general
"Dale la Libertad al Pueblo de Cuba, Fantoche ASESINO, corre Rata antes q te hagan tragar la lengua de Rata Sucia q tienes, ya no existe adjetivos para menospreciarte, eres tú y todos los q te rodean una banda de Dictadores ASESINOS!!!",ofensa
Todo. MENTIRA,criterio general
Ya a ti nadie te cree papi entrega el poder oh de lo contrario cambia la mentalidad socialista esa que nos hemos sacrificado por 60 años para ver si funciona y al final vamos para atrás como el cangrejo estamos en una nueva era donde esperamos un futuro mejor para nuestros hijos ya que ese futuro ustedes nos lo quitaron con sus manipulaciones es hora de decir basta ustedes se alimentan bien mientras nosotros sufrimos de sus locuras socialista,sugerencia
En la voz se siente tu miedo rata que pensaban que la juventud cubana IBA seguir muriendo sin futuro con lo emprendedora que es nuestra raza que lo ha demostrado en el mundo entero,ofensa
Ni paloma hay o el presidente es ciego ni fauna Están muriéndose de hambre.,queja
"A partir de la frase carente de sentido...""No entregaremos la revolución"" poco se puede dialogar con estos especímenes",criterio general
"Hay , perdón don reparador",criterio general
No te das cuenta que Fidel lo hizo 60 años el engaño la mentira la traición a un pueblo digno honesto ya nadie cree las mentiras y los abusos al pueblo quítate payaso no más engaño viviendo siempre del odio y del poder ya nadie cree nada ni q la mejor medicina ni la mejor inteligencia todo es abuso de poder dictadura ustedes llevan el país bloqueado no los americanos esbirros los gusanos eran ustedes no se cansan de matar y traicionar refresquen dejen el poder y desaparezcan vayan al infierno donde se van a meter,ofensa
Oye salvaje abandona la presidencia te están utilizando anormal los castro se quitaron la responsabilidad el mundo te está buscando a ti dictador,ofensa
"Fidel fue quien nos convirtió en máquinas asesinas ,quien gobernó durante 60 años y barrenó nuestro cerebro para meternos a las fuerza su delirio de fama , de conquistador .",criterio general
Borracho !!,ofensa
Ya suelten el yugo opresor Libertad para Cuba ya.,sugerencia
Abajo con el sistema cerdo comunista y mi apoyo total a la ciudadanía que ha estado secuestrada por más de 60 años por estos genocidas comunistas,ofensa
En México tenemos algunos iguales de idiotas y abusivos,criterio general
"DIAZ CANEL , Eres una escoria Hp ,descarado , oportunista ,tus hijos ,tus padres , tu mujer y tú merecen un juicio en público delante del pueblo cubano para que sean condenados como se merecen por tanto abuso , eres un tremendo sinvergüenza,un cobarde que manda a los títeres payasos fidelista, psicópatas sin cerebro a golpear a sus propios compatriotas simplemente porque se cansaron de ser oprimidos , manipulados .",ofensa
No quieren soltar la tetita,criterio general
Libertad para cuba nada de izquierda,sugerencia
Descarao mentiroso asesinoooooo,ofensa
Estás tratando de justificar lo injustificable marioneta títere no le estés echándole más la culpa a nadie ni buscando culpables cuando los únicos culpables son ustedes los comunistas ladrones y sin vergüenza desde la época del descarado de Fidel Castro han estado robando y utilizando al pueblo como esclavos para sus propios beneficios y ya no es secreto para nadie que era un narco traficante de drogas con Pablo Escobar porque los dos hacían negocios de droga y sí le proporcionaban algo al pueblo ósea algún beneficio que era lo mínimo era porque le convenía mantenerlo al pueblo vivo de alguna manera para seguir explotándolo descarados y explotadores es lo que son patria y vida libertad para Cuba de todas las garrapatas que es lo que son todos ustedes los comunistas,ofensa
Eso es lo que hacía falta rating Munda asesino lo cubano bueno según sale la rata según sale donde salió al rato sirviendo a Raulito antes le servía Fidel ahora Raúl rata inmunda,ofensa
Ahí vemos el títere y la rata Mayor hablando para reprimir más el pueblo felicidades,ofensa
Eres la burla del pueblo cubano y el mundo estás matando a tu propio pueblo eres un fracaso y un títere patria y vida,ofensa
QUE CAIGA LA DICTADURA CUBA TIENE QUE ROMPER ESAS CADENAS DE OPRESIÓN CON LAS CUALES LOS LLAMADOS RATAS REVOLUCIONARIOS MATAN DE HAMBRE A SU PUEBLO MIENTRAS SUS FAMILIAS VIVEN EN LA RIQUEZA ESPERO DIOS VEA TODO ESO Y ANOTE ASÍ ARDEN ETERNAMENTE PORQUE UDS NO TIENEN PERDÓN,ofensa
"Ni el discurso del rey de la locución, que fue el asesino de Birán, podrá revertir las ansias de libertad del pueblo cubano, mucho menos lo podrás hacer tú, que eres un mediocre y un analfabeto de la palabra. ¡Ese pueblo ha dicho basta y ha hechado andar.! Ni tu ni nadie podrá arrebatarle la libertad que tanto queremos . El 11 de julio comenzó el principio del fin. Tú, a pesar que le has dado marcha atrás a tu alocución inicial, donde abogabas por una guerra civil entre cubanos, has dejado en claro tu perversa personalidad.",criterio general
Joputaaa el pueblo se muere de HAMBRE,ofensa
Calla hijo putttaaaa,ofensa
"Tengan dignidad y entreguen el poder,, háganlo por su pueblo.",sugerencia
"Renuncia Diaz Canel deja el pueblo cubano, no te quieren por verdugo asesino. Fuera maldito infeliz.",ofensa
Maricón Singao dias canel,ofensa
Necio!!!mente reprobada!!!descerebrado!!!,ofensa
siempre culpando a los demás,criterio general
Ya deja la muela. Q nadie te cree ya las mismas mentiras to la bebería esa q hablas ya no funciona. Vete ya tú y lo q representas,sugerencia
"Son una dictadura con un partido único dirigen el pensamiento del pueblo se arrogan el poder de pensar por todos ellos,restringen las libertades,si no piensan como ellos o no les rinden pleitesía son enemigos de su revolucióoo'nnn; odian a EEUU pero ruegan por sus dólares.cambian las cifras de todo lo que no les conviene, informan a su gente solo lo que ellos, quieren no permiten prensa libre, se apernaron en poder por más ,60 años y quieren seguir estando ahí por qué según ellos son los únicos que pueden gobernar ""serán demócratas""? Que triste debe ser gobernado,así lo único que les piden al pueblo es sacrificio y más, sacrificio hasta cuándo seguirán si ya han demostrando con, creces su incapacidad de gobernar bien y tener u su gente siquiera con los bienes más básicos nunca reconocen, que es un fracaso,su comunismo obsoleto conclusión les gusta el poder a la cúpula gobernante de cuba.ademas tienen las armar difícil la tienen la mayoría cansada de ellos,",criterio general
No la van a entregar se las van a quitar que no es lo mismo chipojo,ofensa
Cuba desde que esta el comunismo nunca ha podido tener nada porque la tiranía castrista se lo ha quitado todo,criterio general
Que CHULOOOO ESTE SINVERGÜENZA SUS GESTOS LO DELATAN ARROGANNNNTE,ofensa
Tú le mandas los médicos a otros países y cuba se están muriendo en los hospitales,queja
Esta guerra es nuestra porque si quisieran los americano los sacaban a patada limpia en una sola hora so estúpido,ofensa
Cabrón cuando te caigas no deberían mancharse las manos con tu sucia sangre deberían meterte en una jaula con los leones porque hasta esos animales en cuba están muertos de hambre con tu descaro comunista,ofensa
Ahora es la pandemia .antes el bloqueo y seguirán inventando cosas .lo que son cobardes,criterio general
Nada más quiero que el capitalismo como ustedes lo llaman permita que todos los cubanos que están fuera de cuba puedan llegar allá y demostrarles a ustedes que son cucarachas abusadores,ofensa
Fuera de mi país HP,ofensa
Desgraciado bufón de los Castros,ofensa
"Yo no puedo escuchar mierda sin q me hierva la sangre los hipócritas son ustedes, que quieren mantenerse en el poder sabiendo que el pueblo no los.quiere ABAJO El COMUNISMO VIVA CUBA LIBRE",ofensa
"Tú descansas el domingo el pueblo NO, porq se pasa todos los días en colas buscando alguna migaja ja para comer!!! Y no es un grupo de revoltosos es el pueblo q protesta por sus necesidades q tú y tu cúpula no las padece. Recoge y vete q vas a hacer un gran favor a todos!!!",queja
Andate mugre antes ke el pueblo te sake rata inmunda,ofensa
ESA TETA ESTÁ TRILLONARIA. NO LA VAN A SOLTAR. AUNQUE TENGAN QUÉ ASESINAR A CUBA ENTERA. PALABRAS PROPIAS DE UN PSICÓPATA. AL NO SENTIR EMPATÍA. TODO LE DA IGUAL.,criterio general
"El bloqueo interno que tienen ustedes hijos de puta es el que va a dar al traste con esta mal llamada revolución, ustedes mismos se han puesto la soga al cuello, ya nadie les cree sus argumentos para mantenerse en el poder, están acabados, muchas mentiras pero al final la verdad triunfará",ofensa
Díaz Canel tu pueblo ya no quiere Revolución les estas matando de hambre les estás asesinando mandando a robar a niños y jóvenes para adoctrinarlas y mandarles a asesinar a las personas ya no más represión el pueblo de toda cuba exige Libertad y Libertad quiere decir que se acabe el comunismo en cuba muerto Fidel castro se acabó tu revolución quédate con eso cuba no resiste mas hagas lo que hagas no te quedarás en el puesto que estás fuera ándate muy lejos y si te quedas pues tendrás que responder a todos los delitos que estás cometiendo con el pueblo de cuba todos los cubanos que están reclamando sus derechos no es por miedo perdió el miedo toda cuba gracias a Dios ahora después le toca a otros países en igual Nadie los queremos entiendan y váyanse no peligren con su vida ustedes no son dueños de cuba cuba ya no los quieren por hambre estar mandados no y no fuera el comunismo,denuncia
"Diaz Canel,pa la casa,vete.....",sugerencia
Y pregunto porque disparan los cubano para todas partes del mundo buscando un pedazo de pan con hijos,pregunta
Pues a combatir como lo hizo fidel para tumbar a batista estamos en la misma situación fidel tumbó a batista y ahora nosotros vamos a tumbar el comunismo.,sugerencia
Esta bueno de mentiras demagogas q ya nada de eso cree el pueblo son 62 años escuchando la misma porquería .,criterio general
Patria y vida papá,criterio general
Estas cagado maricón. Un palo x el culo te lo vamos a meter,ofensa
Usted es un tirano de libertad a su pueblo convoque elecciones usted no es el dueño de todos los cubanos deberían juzgarle por crueldad contra la humanidad,sugerencia
De que Revolución habla este pendejo porque la única que vale es la Revolución del pueblo Cubano ......la suya es de vividores y corruptos,ofensa
Se acuerda de Gadafi? Bueno el mismo procedimiento para estas Ratas..,ofensa
"Con ese discurso ya tienen todos los puntos en que pensar.Y es que al gobierno no le importa la vida de su población,solo le interesa mantenerse en el poder a costa de cualquier cosa .Son capaces de pasarle por arriba al pueblo con tanques .Saque usted sus propias conclusiones.Canel destapaste la caja de Pandoras. Lo dicho ,dicho está y eso no lo puedes borrar por mucho que quieras rectificar.,el poder de estar sentado donde estás, te ha hecho vacío por dentro,sin empatía ni se puede ser más cruel que mandar a reprimir a tu pueblo",criterio general
Asesino!!!!,ofensa
Pero él si toma agua en botellita porqué no toma agua de la calle como hace el Pueblo cubano llena de cloro y fango. Donde está la igualdad..? Abajo la dictadura..por una cuba libreeeeee...patria y vidaaaaa,queja
Qué tipo más cara de tabla y falta de respeto,ofensa
De que revolución tu hablas mentiroso. Eso es una dictadura de delincuentes.,ofensa
Tienen que poner el sueldo mínimo en 1500 dólares y llenar los supermercados con todo tipo de alimentos como están en los países capitalistas.,sugerencia
"Si hijo de la gran puta, sacando los niños y jóvenes de sus hogares a la fuerza y armándolos contra una población desarmada, que te están pidiendo libertad!!! En Cuba no se puede hablar, ni pensar diferente! Mientras el pueblo tiene carencias y necesidades tu hijo estudia en el capitalismo!yo nunca te he visto en una cola? Será porque a ti te lo llevan por cantidades mientras al pueblo le ponen multas por acaparamiento, y hasta por respirar! Patria y Vida!!!",ofensa
"Mentira,esas 2 ratas ,no van a la calle,ni los dirigentes tampoco,para eso mandan los peones que se prestan para eso",ofensa
Para el Díaz canel todo lo malo de este mundo,ofensa
Si no tienes dinero para cortar vacunas con que vas a comprar si te levantan el bloqueo te van a dar créditos para que sigan sin pagar como la deuda que se gastaron en tribunas abiertas y en movilizaciones vaya tela no mientan más por favor,pregunta
El pueblo solito salió a las calles. Te parece poco +de 60 años mintiéndole?,criterio general
"No tranquilo no entregues la Revolución, igual te",ofensa
"Dejen pasar a los que se fueron de Cuba y verán esa Narco dictadura como termina, ratas de cloaca.",ofensa
"Narcos gobernado un país, eso son esos castristas.",denuncia
La guillotina francesa sería una buena solución a esos dictadores cubanos comunistas.,ofensa
"Cabrón HP,mandaste a un ejército para acabar con un pueblo entero que se revela contra tí,sólo así pueden estar tranquilos masacrándonos e insertando el miedo con armamento, pero tu día llegará....",ofensa
"Canel estás defendiendo tú pellejo, no sabes para dónde coger . Vete el pueblo no te quiere, no fuiste elegido,cara de gato con rabia. Patria Y Vida",ofensa
Pepe Mejías el 11J no me pudiste mirar a los ojos. Gritando consignas como autómata. Así no.,criterio general
No voy a comentar porq cada vez q me expreso me bloquean la cuenta pero q clase cara pa darle una mordía,ofensa
Nadie se a fijado en la cara de martí que está atrás del muñeco de canel el busto de martí está a punto de darle un gaznatón por mentiroso,criterio general
"Tú y toda la banda de narcocomunistas, ASESINOS Y PERVERSOS del maquiavélico Grupo de Puebla, merecen ser alimento de tiburones.",ofensa
"Y si hay embargo y bloqueo por qué ninguno de ustedes hace cola ni come con libreta...Por qué si el pueblo sufre por bloqueo y embargo todos ustedes disfrutan vidas capitalistas con todo tipo de opulencias,propiedades privadas, viajes por todo el mundo y aparte ni el bloqueo ni el embargo los obliga a ustedes a perseguir y encarcelar el derecho de expresión.Abajo la dictadura !!!Patria y Vida !!!",queja
Asesino dictador corrupto el karma se encargará de darte lo que mereces junto a todas las ratas que te rodean .,ofensa
Que Vaya a CASPM!,ofensa
"Viejo asqueroso, sinvergüenza, nadie en el planeta te quiere, pero sí fuera de Cuba",ofensa
Da asco este tipo waaooo,ofensa
"Asesinos, fuera de cuba",ofensa
Partida de ladrones descarados y singao después que le roban todo al pueblo los quieren matar para salir con sus intereses personales mafiosos y seguía esclavizando a un pueblo que lo apostó todo por los ladrones y mentiroso más grande cínicos las van a pagar bien. Caro ya el pueblo se dio cuenta de quienes son ustedes no hay marcha atrás un día hace un año y las cuentas no se borran asquerosos atropellan a mujeres y niños y ancianos y cámbale sientes que solo reclaman un derecho que todo humano tiene esbirros ya el mundo sabe quienes son ustedes,ofensa
"Ke mentiroso eres pinocho,ya das asco tú y tus lacayos son un chiste, acaben de entregar ya el país ustedes ya no pueden con esto",ofensa
Rataaaaaaaa,ofensa
DIAZ CANEL DICTADOR GENOCIDA SERÁS JUZGADO POR TUS CRÍMENES LESA HUMANIDAD.,ofensa
"DIAZ CANEL ASESINOOO VETE DEL PODER SINGAOOO, GENOCIDA.",ofensa
ASQUEROSOS,ofensa
Siempre con la misma historia de que todo lo que sucede en Cuba es preparado por los americanos por favor paren la misma historia. Ya son mas de 60 años con el mismo cuento. Ya le tienen los coj....... rellenos al pueblo. Acaben de soltar el poder .,criterio general
Asesinos hijos de su mala madre,ofensa
Coño vete para carajo y toda esa cúpula y te aseguro que quitan el bloqueo. Así de sencillo,ofensa
Renuncia! El pueblo quiere un cambio! Deja a tu pueblo libre!,sugerencia
"Para todos aquellos que defienden el gobierno de Cuba y no viven allá, si es tan bueno que se vayan para Cuba, esos estúpidos sólo quieren en las redes sociales aparecer cómo ideólogo, son unos frustrados y fracasados sin mérito.",ofensa
No entregues a mi Isla secuestrada ASESINO te vamos a sacar vivo o muerto esto es patria y vida,ofensa
Ya está bien que son 60 años,queja
Ya basta 62 años hdp se creen dueños de la isla y gente,ofensa
"Ajá pero si es sabroso vivir como los gringos ,solo q el pueblo no puede vivir libre sino esperar q tú le des comida ,salud al son tuyo ,el socialismo , el.comunismo q aguante y callao",criterio general
Sopa boba,ofensa
"Y Diaz Canel se ha ganado el papel de Pinocho!! A ti no te afecta nada el bloqueo porque tu hijito viene a Miami de vacaciones !! El tipo mas mentiroso fue Fidel, pero mentía con labia y arte el muy HP... Pero tu Canelo ni eres carismático, ni líder, ni tienes léxico, y encima eres un puesto a dedo... Todos tienen apodo, el tuyo es S..... de madre cargar con eso!!! Si el fifo está en una piedra, me imagino que usted va para una fosa!!! Mandar a pelear al pueblo y encima echarse para atrás !!! Rata de cloaca!!!",ofensa
Singao días canel,ofensa
Descaradooooo,ofensa
No asesino malparido ratas violadores que te lo crea tu madreeeeee,ofensa
CABRÓN HABLANDO MAL DE E U. PERO TE GUSTAN LOS DÓLARES. H P,ofensa
Te dejaron la candela a ti estas embarcado mariconsón ponte pampers que las diarreas te van a matar cabronas.,ofensa
CUBA LIBERTAD Y VIDA !!!,criterio general
Canel eres un hijo de la gran puta. Vas a pagar lo q le está haciendo a nuestro pueblo. Eres un ASESINO.,ofensa
Así mismo el barco se les hunde acoger el palo háganse los tontos que ustedes saben lo que les viene,criterio general
